,Date,ATR_1,Copp_1,EMA_1,MA_1,MFI_1,OBV_1,PP,R1,R2,R3,S1,S2,S3,ROC_1,SO%d_1,SO%k,Trix_1
2362,2015-02-17,1.5889999999999986,0.0,48.01,48.009999999999934,1.0,-7260535.0,48.43966666666666,49.01933333333332,50.02866666666666,50.60833333333332,47.43033333333332,46.85066666666666,45.84133333333333,0.0,0.09439899307740636,0.09439899307740636,-0.007852862161603691
2363,2015-02-18,1.4400000000000048,0.0,49.31,49.30999999999993,1.0,8752743.0,48.98133333333334,49.77866666666668,50.24733333333334,51.044666666666686,48.51266666666668,47.715333333333334,47.24666666666667,0.0,0.8894154818325435,0.8894154818325435,0.02707769214746937
2364,2015-02-19,1.4899999999999949,0.0,49.78,49.77999999999993,1.0,11462822.0,50.05666666666667,50.52333333333334,51.26666666666666,51.73333333333333,49.31333333333335,48.84666666666668,48.103333333333346,0.0,0.15702479338842867,0.15702479338842867,0.009531535185560715
2365,2015-02-20,1.9899999999999949,0.0,51.02,51.01999999999995,1.0,10537876.0,50.42333333333334,51.71666666666668,52.41333333333333,53.70666666666667,49.72666666666668,48.43333333333334,47.736666666666686,0.0,0.9497487437185956,0.9497487437185956,0.0249096022498996
2366,2015-02-23,1.25,0.0,51.31,51.30999999999995,1.0,9508679.0,51.48666666666667,52.02333333333334,52.73666666666666,53.27333333333334,50.77333333333334,50.23666666666667,49.52333333333334,0.0,0.28799999999999953,0.28799999999999953,0.005684045472363761
2367,2015-02-24,2.1950000000000003,0.0,51.52,51.51999999999995,0.0,13916738.0,50.81166666666667,52.26333333333334,53.00666666666668,54.45833333333334,50.06833333333334,48.61666666666667,47.87333333333334,0.0,0.984054669703874,0.984054669703874,0.004092769440654859
2368,2015-02-25,2.0600000000000023,0.0,49.73,49.72999999999993,0.0,-9577025.0,50.22666666666667,50.99333333333333,52.25666666666667,53.02333333333333,48.96333333333333,48.19666666666666,46.93333333333333,0.0,0.13300492610837236,0.13300492610837236,-0.034743788819875894
2369,2015-02-26,1.3599999999999994,0.0,49.35,49.34999999999993,0.0,-7577294.0,49.58333333333334,50.14666666666667,50.94333333333334,51.50666666666667,48.78666666666667,48.223333333333336,47.42666666666667,0.0,0.2426470588235283,0.2426470588235283,-0.007641262819223719
2370,2015-02-27,1.5499999999999972,0.0,47.9,47.899999999999935,0.0,-9396398.0,48.38333333333333,48.91666666666666,49.93333333333333,50.46666666666666,47.36666666666667,46.83333333333334,45.81666666666667,0.0,0.03225806451612725,0.03225806451612725,-0.029381965552178375
2371,2015-03-02,0.7199999999999989,0.0,48.31,48.30999999999995,0.0,11482901.0,48.24333333333334,48.63666666666668,48.96333333333333,49.356666666666676,47.91666666666668,47.52333333333334,47.19666666666668,0.0,0.6388888888888911,0.6388888888888911,0.008559498956158741
