Date,ATR_1,Copp_1,EMA_1,MA_1,MFI_1,OBV_1,PP,R1,R2,R3,S1,S2,S3,ROC_1,SO%d_1,SO%k,Trix_1
2014-10-30,4.6099999999999985,0.0,90.65,90.64999999999992,1.0,7000700.0,90.37,92.3,93.95,95.88,88.72000000000001,86.79,85.14000000000001,0.0,0.6173184357541924,0.6173184357541924,0.03706669717423646
2014-10-31,2.6500000000000057,0.0,90.9,90.89999999999992,0.0,3618302.0,90.33,91.94,92.98,94.59,89.28999999999998,87.67999999999998,86.63999999999999,0.0,0.8226415094339631,0.8226415094339631,0.002757859900717044
2014-11-03,1.6199999999999903,0.0,91.62,91.61999999999992,1.0,5229554.0,91.74833333333332,92.39166666666668,93.16333333333333,93.80666666666666,90.97666666666667,90.33333333333334,89.56166666666668,0.0,0.36395759717314735,0.36395759717314735,0.007920792079207907
2014-11-04,2.6799999999999926,0.0,90.63,90.62999999999992,0.0,-4091680.0,91.20333333333332,92.25666666666666,93.88333333333333,94.93666666666664,89.57666666666668,88.52333333333334,86.89666666666668,0.0,0.17910447761193696,0.17910447761193696,-0.01080550098231837
2014-11-05,2.2600000000000047,0.0,90.71,90.70999999999992,0.0,3253624.0,90.74333333333333,91.85666666666664,93.00333333333332,94.11666666666666,89.59666666666666,88.48333333333332,87.33666666666664,0.0,0.4778761061946885,0.4778761061946885,0.0008827099194527011
2014-11-06,2.5100000000000047,0.0,93.13,93.12999999999992,1.0,3616738.0,92.48666666666666,93.86333333333332,94.59666666666664,95.97333333333331,91.75333333333332,90.37666666666668,89.64333333333332,0.0,0.9573459715639794,0.9573459715639794,0.026678425752397768
2014-11-07,1.7300000000000042,0.0,94.08,94.07999999999993,1.0,3512684.0,93.50333333333332,94.65666666666668,95.23333333333332,96.38666666666668,92.92666666666666,91.77333333333333,91.19666666666666,0.0,1.0,1.0,0.01020079458821006
2014-11-10,1.7000000000000028,0.0,94.1,94.09999999999992,1.0,3301993.0,94.25333333333332,95.02666666666666,95.95333333333332,96.72666666666666,93.32666666666664,92.55333333333333,91.62666666666664,0.0,0.3647058823529349,0.3647058823529349,0.00021258503401356315
2014-11-11,2.1999999999999886,0.0,94.63,94.62999999999992,1.0,2863513.0,94.37666666666668,95.60333333333332,96.57666666666664,97.80333333333333,93.40333333333334,92.17666666666668,91.20333333333336,0.0,0.6727272727272715,0.6727272727272715,0.0056323060573857725
2014-11-12,1.4498999999999995,0.0,95.01,95.00999999999992,1.0,2978721.0,94.91336666666666,95.68663333333332,96.36326666666666,97.13653333333332,94.23673333333332,93.46346666666666,92.78683333333332,0.0,0.5999724118904762,0.5999724118904762,0.004015639860509454
2014-11-13,2.6500000000000057,0.0,93.55,93.54999999999994,0.0,-3440101.0,93.56333333333332,94.76666666666668,95.98333333333332,97.18666666666668,92.34666666666666,91.14333333333332,89.92666666666666,0.0,0.4917355371900813,0.4917355371900813,-0.015366803494369096
2014-11-14,2.3700000000000045,0.0,92.38,92.37999999999997,0.0,-3567197.0,93.15,93.95,95.52,96.32,91.57999999999998,90.78,89.20999999999998,0.0,0.012658227848101722,0.012658227848101722,-0.012506680919294513
2014-11-17,1.9500000000000028,0.0,92.51,92.50999999999996,0.0,4507723.0,92.62,93.54,94.57,95.49,91.59,90.67,89.64,0.0,0.415384615384616,0.415384615384616,0.0014072310023815725
2014-11-18,2.299999999999997,0.0,93.88,93.87999999999997,1.0,4077231.0,93.62,94.9,95.92,97.2,92.6,91.32,90.3,0.0,0.6695652173913017,0.6695652173913017,0.014809209815155013
2014-11-19,1.6799999999999926,0.0,93.8,93.79999999999997,1.0,-4419308.0,93.88666666666668,94.68333333333334,95.56666666666666,96.36333333333332,93.00333333333334,92.20666666666668,91.32333333333335,0.0,0.4226190476190457,0.4226190476190457,-0.0008521516829995558
2014-11-20,1.9500000000000028,0.0,95.16,95.15999999999997,1.0,3078102.0,94.79,95.95000000000002,96.74,97.90000000000002,94.0,92.84,92.05,0.0,0.784615384615384,0.784615384615384,0.014498933901918969
2014-11-21,2.780000000000001,0.0,96.92,96.91999999999996,1.0,4435495.0,96.94333333333331,97.91666666666666,98.91333333333333,99.88666666666666,95.94666666666666,94.97333333333331,93.97666666666666,0.0,0.4822335025380728,0.4822335025380728,0.018495166036149698
2014-11-24,1.4699999999999989,0.0,96.12,96.11999999999996,0.0,-2378210.0,96.46333333333332,97.02666666666664,97.93333333333332,98.49666666666664,95.55666666666664,94.99333333333333,94.08666666666664,0.0,0.14965986394557754,0.14965986394557754,-0.008254230293025145
2014-11-25,1.7800000000000011,0.0,95.24,95.23999999999997,0.0,-2791547.0,95.75333333333332,96.38666666666666,97.53333333333332,98.16666666666666,94.60666666666664,93.97333333333331,92.82666666666664,0.0,0.06741573033707317,0.06741573033707317,-0.009155222638368805
2014-11-26,1.4540000000000075,0.0,95.67,95.66999999999996,1.0,1645212.0,95.75466666666668,96.43933333333334,97.20866666666666,97.89333333333336,94.98533333333332,94.30066666666666,93.53133333333332,0.0,0.4126547455295773,0.4126547455295773,0.004514909701806036
2014-11-28,6.019999999999996,0.0,90.09,90.09,0.0,-3825812.0,91.0,92.35,94.61,95.96,88.74,87.39,85.13,0.0,0.12188365650969467,0.12188365650969467,-0.058325493885230464
2014-12-01,1.9500000000000028,0.0,90.79,90.79,0.0,3224737.0,90.41333333333334,91.57666666666668,92.36333333333334,93.52666666666669,89.62666666666668,88.46333333333334,87.67666666666668,0.0,0.7897435897435918,0.7897435897435918,0.007770007770007801
2014-12-02,4.6099999999999985,0.0,94.14,94.14,1.0,4506644.0,93.25,96.0,97.86,100.61,91.39,88.64,86.78,0.0,0.7895878524945772,0.7895878524945772,0.036898336821235764
2014-12-03,2.980000000000004,0.0,96.02,96.02,1.0,3400502.0,95.77333333333333,97.36666666666665,98.71333333333332,100.30666666666664,94.42666666666665,92.83333333333331,91.48666666666664,0.0,0.6258503401360512,0.6258503401360512,0.019970257063947262
2014-12-04,2.6199999999999903,0.0,96.67,96.67,1.0,2560869.0,96.08333333333331,97.68666666666664,98.70333333333332,100.30666666666664,95.06666666666666,93.46333333333334,92.44666666666667,0.0,0.8358778625954221,0.8358778625954221,0.006769423036867379
2014-12-05,5.170000000000002,0.0,92.15,92.15,0.0,-4639018.0,93.76,95.53999999999998,98.93,100.70999999999998,90.36999999999998,88.58999999999996,85.19999999999997,0.0,0.03288201160541618,0.03288201160541618,-0.046757008379021366
