Date,ATR_1,Copp_1,EMA_1,MA_1,MFI_1,OBV_1,PP,R1,R2,R3,S1,S2,S3,ROC_1,SO%d_1,SO%k,Trix_1
2015-11-27,1.2199999999999989,0.0,57.51,57.51000000000013,1.0,1870758.0,57.25,57.99,58.46999999999999,59.21,56.77,56.03,55.55,0.0,0.8196721311475418,0.8196721311475418,0.002964771538193139
2015-11-30,1.6099999999999994,0.0,58.07,58.07000000000014,1.0,1487809.0,57.77333333333333,58.72666666666667,59.38333333333333,60.33666666666666,57.11666666666667,56.16333333333333,55.50666666666667,0.0,0.7763975155279506,0.7763975155279506,0.009737436967483956
2015-12-01,2.539999999999999,0.0,58.04,58.040000000000134,1.0,-1989708.0,58.35999999999999,59.46999999999999,60.89999999999999,62.009999999999984,56.92999999999999,55.81999999999999,54.38999999999999,0.0,0.3110236220472439,0.3110236220472439,-0.0005166178749784939
2015-12-02,1.5700000000000005,0.0,58.48,58.48000000000013,1.0,1217959.0,58.59,59.31999999999999,60.16,60.88999999999999,57.74999999999999,57.02,56.17999999999999,0.0,0.3949044585987244,0.3949044585987244,0.007580978635423806
2015-12-03,2.1300000000000026,0.0,58.09,58.09000000000015,1.0,-1523158.0,58.65333333333334,59.43666666666668,60.78333333333334,61.56666666666668,57.30666666666667,56.52333333333333,55.17666666666667,0.0,0.1032863849765285,0.1032863849765285,-0.006668946648426702
2015-12-04,2.18,0.0,59.54,59.540000000000134,1.0,1233528.0,59.08666666666666,60.40333333333333,61.26666666666666,62.58333333333333,58.22333333333333,56.90666666666666,56.04333333333333,0.0,0.8119266055045854,0.8119266055045854,0.024961266999483485
2015-12-07,2.0899999999999963,0.0,57.63,57.63000000000013,0.0,-1131916.0,58.16,58.86999999999999,60.11,60.81999999999999,56.92,56.21,54.97,0.0,0.09230769230769237,0.09230769230769237,-0.03207927443735298
2015-12-08,1.6199999999999974,0.0,57.28,57.28000000000014,0.0,-914141.0,56.98,57.93999999999999,58.6,59.55999999999999,56.31999999999999,55.36,54.7,0.0,0.7777777777777778,0.7777777777777778,-0.006073225750477206
2015-12-09,2.6583000000000037,0.0,56.15,56.150000000000134,0.0,-1422059.0,56.177233333333334,57.49276666666667,58.83553333333335,60.15106666666667,54.83446666666666,53.51893333333333,52.17616666666666,0.0,0.4846330361509226,0.4846330361509226,-0.01972765363128496
2015-12-10,2.0899999999999963,0.0,57.5,57.50000000000014,1.0,1268242.0,57.11666666666667,58.35333333333333,59.20666666666667,60.44333333333333,56.26333333333334,55.02666666666667,54.17333333333334,0.0,0.7751196172248805,0.7751196172248805,0.024042742653606442
2015-12-11,1.6899999999999975,0.0,56.19,56.19000000000014,0.0,-1231036.0,56.6,57.24,58.29,58.93,55.55,54.91,53.86000000000001,0.0,0.13609467455621135,0.13609467455621135,-0.02278260869565221
2015-12-14,4.380000000000003,0.0,52.48,52.48000000000013,0.0,-1912653.0,53.69333333333333,55.276666666666664,58.07333333333334,59.65666666666666,50.89666666666666,49.31333333333333,46.51666666666665,0.0,0.08447488584474823,0.08447488584474823,-0.06602598327104467
2015-12-15,2.6699999999999946,0.0,51.69,51.69000000000013,0.0,-1876245.0,51.82666666666666,53.09333333333332,54.49666666666666,55.763333333333314,50.42333333333333,49.15666666666666,47.75333333333333,0.0,0.4232209737827707,0.4232209737827707,-0.01505335365853657
2015-12-16,3.3999999999999986,0.0,53.23,53.23000000000013,1.0,2435506.0,52.35,54.48999999999999,55.74999999999999,57.88999999999999,51.08999999999999,48.95,47.68999999999999,0.0,0.8882352941176462,0.8882352941176462,0.029792996711162686
2015-12-17,1.9825000000000017,0.0,52.75,52.75000000000014,1.0,-869707.0,52.9825,53.85749999999999,54.96499999999999,55.83999999999999,51.87499999999999,50.99999999999999,49.892499999999984,0.0,0.3240857503152574,0.3240857503152574,-0.009017471350742004
2015-12-18,1.9500000000000028,0.0,51.63,51.63000000000015,0.0,-2146970.0,52.07333333333333,52.82666666666666,54.02333333333333,54.776666666666664,50.87666666666666,50.12333333333333,48.92666666666666,0.0,0.1589743589743599,0.1589743589743599,-0.02123222748815161
2015-12-21,3.259999999999998,0.0,53.35,53.35000000000014,1.0,1370369.0,52.29666666666666,54.45333333333332,55.55666666666666,57.71333333333333,51.19333333333332,49.03666666666666,47.93333333333332,0.0,0.9846625766871174,0.9846625766871174,0.03331396474917681
2015-12-22,2.0700000000000003,0.0,52.41,52.41000000000013,1.0,-883523.0,52.58000000000001,53.53000000000001,54.65,55.60000000000001,51.46000000000001,50.51000000000001,49.39000000000001,0.0,0.3768115942028956,0.3768115942028956,-0.01761949390815379
2015-12-23,2.5300000000000007,0.0,54.41,54.41000000000015,1.0,1065063.0,53.81999999999999,55.37999999999999,56.34999999999999,57.90999999999999,52.84999999999999,51.28999999999999,50.31999999999999,0.0,0.8498023715415011,0.8498023715415011,0.03816065636328945
2015-12-24,0.6899999999999977,0.0,54.21,54.21000000000015,1.0,-482622.0,54.41333333333333,54.65666666666666,55.10333333333334,55.34666666666666,53.96666666666667,53.723333333333336,53.27666666666667,0.0,0.057971014492752576,0.057971014492752576,-0.0036757948906450243
2015-12-28,2.18,0.0,52.89,52.89000000000015,0.0,-978632.0,53.0033,53.97660000000001,55.0632,56.0365,51.91670000000001,50.9434,49.85680000000001,0.0,0.4174959949512112,0.4174959949512112,-0.02434975096845601
2015-12-29,2.3200000000000003,0.0,52.99,52.99000000000015,0.0,1134506.0,52.70333333333334,54.00666666666668,55.02333333333335,56.32666666666668,51.68666666666668,50.38333333333334,49.36666666666668,0.0,0.6853448275862083,0.6853448275862083,0.0018907165815844472
2015-12-30,1.6799999999999995,0.0,51.66,51.66000000000015,0.0,-975414.0,52.18,52.76,53.86000000000001,54.44,51.08,50.5,49.4,0.0,0.03571428571428285,0.03571428571428285,-0.025099075297225992
2015-12-31,2.3500000000000014,0.0,50.9,50.900000000000155,0.0,-1540004.0,50.73666666666667,51.99333333333335,53.08666666666666,54.34333333333335,49.64333333333335,48.38666666666667,47.29333333333334,0.0,0.6042553191489365,0.6042553191489365,-0.014711575687185403
2016-01-04,2.18,0.0,50.72,50.720000000000155,0.0,-1544110.0,50.08000000000001,51.44000000000001,52.16,53.52000000000001,49.36000000000002,48.00000000000001,47.28000000000002,0.0,0.9615384615384625,0.9615384615384625,-0.003536345776031429
2016-01-05,3.61,0.0,47.53,47.53000000000014,0.0,-1611810.0,48.62000000000001,49.88000000000001,52.23,53.49000000000001,46.27000000000001,45.01000000000001,42.66000000000001,0.0,0.04709141274238275,0.04709141274238275,-0.06289432176656147
2016-01-06,3.3700000000000045,0.0,44.62,44.620000000000154,0.0,-2644564.0,45.15666666666666,46.15333333333334,47.68666666666667,48.68333333333334,43.62333333333334,42.626666666666665,41.09333333333333,0.0,0.18181818181818207,0.18181818181818207,-0.061224489795918435
2016-01-07,3.0,0.0,45.64,45.64000000000015,1.0,3609775.0,45.62000000000001,47.13000000000001,48.62000000000001,50.13000000000001,44.13000000000001,42.62000000000001,41.13000000000001,0.0,0.5100000000000003,0.5100000000000003,0.022859704168534358
2016-01-08,3.240000000000002,0.0,44.49,44.49000000000015,0.0,-7724413.0,44.07,45.74,46.99,48.66,42.82,41.15,39.9,0.0,0.7157534246575351,0.7157534246575351,-0.025197195442594186
