Date,ATR_1,Copp_1,EMA_1,MA_1,MFI_1,OBV_1,PP,R1,R2,R3,S1,S2,S3,ROC_1,SO%d_1,SO%k,Trix_1
2007-11-16,7.490000000000008,0.0,184.87,184.8699999999997,0.0,-2589000.0,183.78666666666663,188.0733333333333,191.27666666666664,195.56333333333333,180.5833333333333,176.29666666666665,173.09333333333333,0.0,0.7169559412550064,0.7169559412550064,-5.408913890085951e-05
2007-11-19,8.47999999999999,0.0,181.9,181.89999999999958,0.0,-2443200.0,182.46,186.42,190.94,194.9,177.94000000000003,173.98000000000005,169.46000000000004,0.0,0.4009433962264162,0.4009433962264162,-0.016065343214150478
2007-11-20,11.72999999999999,0.0,182.12,182.11999999999958,0.0,2365000.0,181.67,187.76,193.4,199.48999999999995,176.02999999999997,169.94,164.29999999999995,0.0,0.5575447570332479,0.5575447570332479,0.001209455744914782
2007-11-21,7.5,0.0,180.92,180.9199999999996,0.0,-2414800.0,180.47333333333333,184.44666666666663,187.97333333333336,191.94666666666663,176.94666666666663,172.97333333333333,169.44666666666666,0.0,0.5893333333333317,0.5893333333333317,-0.006589062156819773
2007-11-23,4.530000000000001,0.0,181.1,181.09999999999957,1.0,656700.0,181.4033333333333,183.51666666666668,185.93333333333337,188.04666666666668,178.98666666666668,176.8733333333333,174.45666666666668,0.0,0.3995584988962476,0.3995584988962476,0.0009949148795047912
2007-11-26,7.3799999999999955,0.0,181.21,181.2099999999997,1.0,2525100.0,183.60333333333332,186.08666666666667,190.96333333333337,193.4466666666667,178.72666666666672,176.24333333333337,171.36666666666673,0.0,0.012228260869565705,0.012228260869565705,0.0006073992269465138
2007-11-27,8.090000000000002,0.0,183.86,183.8599999999997,1.0,3041800.0,183.65,187.8,191.74,195.89,179.71,175.56,171.62,0.0,0.5389369592089014,0.5389369592089014,0.014623917002372968
2007-11-28,14.23999999999998,0.0,195.6,195.59999999999968,1.0,5300100.0,193.23333333333332,200.46666666666667,205.33333333333337,212.5666666666667,188.36666666666667,181.13333333333333,176.26666666666668,0.0,0.793388429752066,0.793388429752066,0.06385293157837474
2007-11-29,8.990000000000009,0.0,197.74,197.7399999999997,1.0,3849700.0,198.2433333333333,202.48666666666668,207.23333333333332,211.4766666666667,193.49666666666667,189.25333333333333,184.50666666666663,0.0,0.4160177975528371,0.4160177975528371,0.010940695296523592
2007-11-30,9.569999999999991,0.0,200.65,200.6499999999997,1.0,3238100.0,201.31333333333336,205.76666666666668,210.88333333333333,215.33666666666667,196.19666666666672,191.74333333333337,186.62666666666672,0.0,0.3960292580982231,0.3960292580982231,0.014716294123596626
