Date,ATR_1,Copp_1,EMA_1,MA_1,MFI_1,OBV_1,PP,R1,R2,R3,S1,S2,S3,ROC_1,SO%d_1,Trix_1
2011-11-07,0.5399999999999991,0.0,22.89,22.889999999999976,0.0,450300.0,22.77666666666667,23.10333333333333,23.316666666666666,23.64333333333333,22.563333333333336,22.236666666666668,22.02333333333333,0.0,0.8148148148148184,0.0021891418563923255
2011-11-08,0.7600000000000016,0.0,23.07,23.069999999999986,1.0,627500.0,22.850000000000005,23.34000000000001,23.61000000000001,24.10000000000001,22.58000000000001,22.090000000000003,21.82000000000001,0.0,0.9342105263157888,0.00786369593709042
2011-11-09,1.120000000000001,0.0,21.99,21.989999999999966,0.0,-825800.0,22.236666666666665,22.52333333333333,23.05666666666666,23.34333333333333,21.70333333333333,21.416666666666664,20.88333333333333,0.0,0.04878048780487699,-0.04681404421326407
2011-11-10,0.37000000000000105,0.0,22.26,22.259999999999973,0.0,397400.0,22.21333333333333,22.40666666666667,22.55333333333333,22.74666666666667,22.06666666666667,21.87333333333333,21.72666666666667,0.0,0.7058823529411826,0.012278308321964672
2011-11-11,0.6799999999999997,0.0,22.9,22.899999999999967,1.0,981600.0,22.75,23.09,23.28,23.62,22.56,22.22,22.03,0.0,0.9245283018867876,0.028751123090745595
2011-11-14,0.41000000000000014,0.0,22.81,22.809999999999967,0.0,-791900.0,22.73333333333333,22.97666666666667,23.14333333333333,23.38666666666667,22.56666666666667,22.32333333333333,22.15666666666667,0.0,0.7804878048780493,-0.003930131004366806
2011-11-15,0.860000000000003,0.0,23.29,23.289999999999967,1.0,993800.0,23.090000000000003,23.620000000000008,23.95000000000001,24.48000000000001,22.760000000000005,22.23,21.9,0.0,0.8488372093023231,0.02104340201665938
2011-11-16,0.7799999999999976,0.0,23.28,23.279999999999966,1.0,-1163400.0,23.31333333333333,23.686666666666664,24.09333333333333,24.46666666666666,22.906666666666666,22.53333333333333,22.12666666666667,0.0,0.43589743589743707,-0.0004293688278230146
2011-11-17,0.6300000000000026,0.0,22.87,22.869999999999962,0.0,-854600.0,22.91666666666667,23.18333333333333,23.49666666666667,23.76333333333334,22.60333333333333,22.336666666666666,22.02333333333333,0.0,0.3793103448275892,-0.017611683848797258
2011-11-18,0.5700000000000003,0.0,23.41,23.40999999999996,1.0,1024100.0,23.25,23.6,23.79,24.140000000000004,23.06,22.71,22.52,0.0,0.9444444444444426,0.02361171840839524
2011-11-21,0.6700000000000017,0.0,22.8,22.79999999999996,0.0,-1577300.0,22.88,23.02,23.24000000000001,23.38000000000001,22.66,22.52,22.299999999999994,0.0,0.1666666666666716,-0.026057240495514708
2011-11-22,0.4200000000000017,0.0,22.8,22.79999999999996,0.0,0.0,22.82666666666667,23.02333333333333,23.246666666666666,23.44333333333334,22.60333333333333,22.406666666666666,22.18333333333333,0.0,0.4047619047619072,0.0
2011-11-23,0.5700000000000003,0.0,22.25,22.249999999999954,0.0,-1330300.0,22.403333333333336,22.57666666666667,22.90333333333334,23.07666666666667,22.07666666666667,21.903333333333336,21.57666666666667,0.0,0.03999999999999915,-0.02412280701754389
2011-11-25,0.4400000000000013,0.0,22.18,22.179999999999946,0.0,-315200.0,22.31333333333333,22.466666666666665,22.75333333333333,22.906666666666666,22.026666666666664,21.87333333333333,21.586666666666666,0.0,0.04545454545454435,-0.0031460674157303497
2011-11-28,0.8099999999999987,0.0,22.94,22.939999999999948,1.0,1410300.0,22.85333333333333,23.07666666666667,23.21333333333333,23.43666666666667,22.71666666666667,22.493333333333336,22.35666666666668,0.0,0.8611111111111188,0.034265103697024415
2011-11-29,0.33999999999999986,0.0,23.04,23.039999999999946,1.0,1530400.0,22.94666666666667,23.16333333333333,23.286666666666665,23.50333333333333,22.82333333333333,22.60666666666667,22.48333333333333,0.0,0.9117647058823496,0.004359197907584911
2011-11-30,1.1000000000000014,0.0,24.1,24.099999999999948,1.0,1894200.0,23.86000000000001,24.38000000000001,24.66,25.18000000000001,23.580000000000005,23.06,22.780000000000005,0.0,0.9500000000000012,0.04600694444444455
2011-12-01,0.5,0.0,23.72,23.71999999999995,0.0,-648600.0,23.80333333333333,24.00666666666666,24.29333333333333,24.49666666666666,23.516666666666666,23.31333333333333,23.026666666666664,0.0,0.24489795918366905,-0.015767634854771888
2011-12-02,0.75,0.0,24.08,24.07999999999994,1.0,1143700.0,24.16,24.389999999999993,24.7,24.93,23.849999999999994,23.62,23.309999999999995,0.0,0.2777777777777756,0.015177065767284968
2011-12-05,0.6000000000000014,0.0,24.37,24.369999999999948,1.0,1240100.0,24.41,24.64,24.910000000000004,25.14,24.14,23.91,23.64,0.0,0.38000000000000256,0.012043189368770878
2011-12-06,0.3200000000000003,0.0,24.37,24.369999999999948,0.0,0.0,24.29000000000001,24.49000000000001,24.61000000000001,24.81000000000001,24.170000000000005,23.97,23.850000000000005,0.0,0.8750000000000028,0.0
2011-12-07,0.4700000000000024,0.0,24.22,24.21999999999995,0.0,-729000.0,24.126666666666665,24.35333333333333,24.486666666666668,24.71333333333333,23.99333333333333,23.766666666666666,23.63333333333333,0.0,0.8888888888888823,-0.0061551087402545
2011-12-08,0.7199999999999989,0.0,23.59,23.589999999999947,0.0,-876500.0,23.71666666666667,23.93333333333333,24.27666666666667,24.493333333333336,23.37333333333334,23.15666666666667,22.81333333333334,0.0,0.16071428571428584,-0.026011560693641567
2011-12-09,0.5749999999999993,0.0,23.86,23.859999999999946,1.0,886600.0,23.79833333333333,24.116666666666664,24.37333333333333,24.691666666666666,23.541666666666664,23.22333333333333,22.966666666666665,0.0,0.6608695652173904,0.011445527766002526
2011-12-12,0.5199999999999996,0.0,23.51,23.50999999999995,0.0,-1391600.0,23.54666666666667,23.75333333333333,23.996666666666666,24.20333333333333,23.30333333333333,23.09666666666667,22.85333333333333,0.0,0.37777777777778215,-0.014668901927912738
2011-12-13,0.6499999999999986,0.0,23.26,23.25999999999995,0.0,-1259300.0,23.41,23.66,24.06,24.31,23.01,22.76,22.36000000000001,0.0,0.15384615384615638,-0.010633772862611655
2011-12-14,0.4300000000000033,0.0,23.04,23.039999999999953,0.0,-1204600.0,23.149999999999995,23.30999999999999,23.579999999999995,23.739999999999995,22.879999999999992,22.71999999999999,22.449999999999985,0.0,0.11627906976744262,-0.009458297506448944
2011-12-15,0.35999999999999943,0.0,23.28,23.279999999999948,1.0,1008800.0,23.25333333333333,23.426666666666666,23.57333333333333,23.746666666666666,23.106666666666666,22.93333333333333,22.78666666666666,0.0,0.6250000000000083,0.010416666666666751
2011-12-16,0.4299999999999997,0.0,23.67,23.66999999999995,1.0,1410000.0,23.56333333333333,23.816666666666666,23.96333333333333,24.21666666666667,23.416666666666664,23.16333333333333,23.016666666666666,0.0,0.9000000000000027,0.016752577319587653
2011-12-19,0.3999999999999986,0.0,23.37,23.369999999999948,0.0,-965000.0,23.49,23.629999999999995,23.889999999999993,24.029999999999994,23.23,23.09,22.83,0.0,0.04999999999999912,-0.012674271229404337
2011-12-20,0.5999999999999979,0.0,23.8,23.799999999999947,1.0,1325800.0,23.743333333333336,24.02666666666667,24.25333333333333,24.53666666666667,23.51666666666668,23.23333333333333,23.006666666666675,0.0,0.666666666666669,0.01839965768078732
2011-12-21,0.3000000000000007,0.0,23.68,23.679999999999946,0.0,-699500.0,23.69333333333334,23.83666666666668,23.993333333333336,24.13666666666668,23.53666666666668,23.39333333333333,23.236666666666675,0.0,0.43333333333332896,-0.005042016806722731
2011-12-22,0.35999999999999943,0.0,23.93,23.929999999999946,1.0,1073400.0,23.92,24.05,24.169999999999995,24.3,23.8,23.67,23.55,0.0,0.5600000000000023,0.01055743243243243
2011-12-23,0.39000000000000057,0.0,24.28,24.279999999999948,1.0,540800.0,24.18666666666667,24.41333333333333,24.54666666666667,24.77333333333333,24.05333333333333,23.82666666666667,23.69333333333333,0.0,0.8888888888888911,0.014625992478061069
2011-12-27,0.4999000000000002,0.0,24.48,24.479999999999947,1.0,408800.0,24.3867,24.68330000000001,24.8866,25.18320000000001,24.1834,23.8868,23.6835,0.0,0.7799559911982409,0.008237232289950547
2011-12-28,0.2799999999999976,0.0,24.27,24.269999999999946,0.0,-802700.0,24.32333333333333,24.43666666666667,24.60333333333333,24.716666666666665,24.15666666666667,24.043333333333337,23.87666666666667,0.0,0.21428571428571155,-0.008578431372549055
2011-12-29,0.3499999999999979,0.0,24.42,24.41999999999994,1.0,514200.0,24.41,24.59,24.759999999999994,24.94,24.24,24.06,23.890000000000004,0.0,0.5428571428571498,0.006180469715698482
2011-12-30,0.2949999999999981,0.0,24.23,24.229999999999947,0.0,-795800.0,24.315,24.42,24.61,24.715,24.125000000000004,24.020000000000003,23.830000000000005,0.0,0.0677966101694905,-0.007780507780507833
2012-01-03,0.5399999999999991,0.0,24.4,24.399999999999928,1.0,1480200.0,24.47333333333333,24.696666666666665,24.993333333333325,25.21666666666665,24.17666666666666,23.95333333333333,23.65666666666666,0.0,0.28846153846153594,0.007016095749071322
2012-01-04,0.41999999999999815,0.0,24.0,23.99999999999993,0.0,-1931800.0,24.09,24.2,24.399999999999995,24.51,23.89,23.78,23.58,0.0,0.06451612903225695,-0.016393442622950758
2012-01-05,0.5999999999999979,0.0,24.39,24.38999999999993,1.0,723200.0,24.19666666666667,24.59333333333333,24.796666666666663,25.19333333333333,23.99333333333334,23.59666666666667,23.39333333333333,0.0,0.9833333333333366,0.016250000000000025
2012-01-06,0.4049999999999976,0.0,24.4,24.399999999999928,1.0,879300.0,24.35833333333333,24.58166666666666,24.763333333333325,24.98666666666665,24.176666666666666,23.95333333333333,23.771666666666665,0.0,0.6543209876543176,0.0004100041000409189
2012-01-09,0.41000000000000014,0.0,24.29,24.289999999999928,0.0,-491700.0,24.35333333333333,24.52666666666667,24.763333333333332,24.93666666666667,24.11666666666667,23.94333333333333,23.70666666666667,0.0,0.2682926829268278,-0.004508196721311452
2012-01-10,0.6099999999999994,0.0,24.69,24.68999999999993,1.0,1345500.0,24.71,24.879999999999995,25.07,25.239999999999995,24.52,24.35,24.16,0.0,0.4166666666666733,0.01646768217373414
2012-01-11,0.28999999999999915,0.0,24.51,24.509999999999927,0.0,-626400.0,24.56,24.680000000000003,24.850000000000005,24.97,24.390000000000004,24.270000000000003,24.100000000000005,0.0,0.2413793103448293,-0.0072904009720534515
2012-01-12,0.3499999999999979,0.0,24.5,24.49999999999993,0.0,-480800.0,24.47,24.66,24.82,25.009999999999994,24.31,24.12,23.96,0.0,0.6285714285714291,-0.00040799673602617554
2012-01-13,0.2600000000000016,0.0,24.51,24.509999999999927,0.0,505300.0,24.423333333333336,24.59666666666667,24.68333333333333,24.85666666666668,24.33666666666667,24.16333333333333,24.07666666666667,0.0,1.0,0.0004081632653061863
2012-01-17,0.3299999999999983,0.0,24.65,24.649999999999928,1.0,793800.0,24.7004,24.789600000000004,24.929200000000005,25.018400000000003,24.560800000000004,24.4716,24.332000000000004,0.0,0.16958041958041278,0.0057119543043654426
2012-01-18,0.3475000000000001,0.0,24.74,24.739999999999927,1.0,757200.0,24.72916666666667,24.90833333333333,25.076666666666664,25.25583333333333,24.56083333333333,24.38166666666667,24.21333333333333,0.0,0.5467625899280508,0.0036511156186612532
2012-01-19,0.3299999999999983,0.0,24.94,24.93999999999993,1.0,654700.0,24.896666666666665,25.08333333333333,25.22666666666667,25.41333333333333,24.75333333333333,24.566666666666666,24.42333333333333,0.0,0.6969696969697019,0.008084074373484351
2012-01-20,0.5399999999999991,0.0,25.46,25.45999999999993,1.0,904500.0,25.28,25.64,25.82,26.18,25.1,24.74,24.56,0.0,1.0,0.020850040096230937
2012-01-23,0.33999999999999986,0.0,25.4,25.399999999999928,1.0,-1020800.0,25.406666666666666,25.57333333333333,25.746666666666666,25.91333333333333,25.23333333333333,25.066666666666666,24.89333333333333,0.0,0.4705882352941183,-0.002356637863315093
2012-01-24,0.28999999999999915,0.0,25.4,25.399999999999928,0.0,0.0,25.37,25.53,25.660000000000004,25.82,25.24,25.08,24.95000000000001,0.0,0.6551724137930975,0.0
2012-01-25,0.4600000000000009,0.0,25.65,25.649999999999928,1.0,1105900.0,25.56333333333333,25.836666666666666,26.02333333333333,26.29666666666667,25.376666666666665,25.10333333333333,24.916666666666664,0.0,0.7826086956521712,0.00984251968503937
2012-01-26,0.2900000000000027,0.0,25.8,25.79999999999993,1.0,607600.0,25.82166666666667,25.918333333333337,26.03666666666667,26.133333333333336,25.703333333333337,25.60666666666667,25.48833333333333,0.0,0.3488372093023225,0.005847953216374353
2012-01-27,0.4700000000000024,0.0,25.87,25.86999999999993,0.0,1173600.0,25.74666666666667,26.04333333333334,26.21666666666667,26.513333333333346,25.57333333333333,25.27666666666667,25.10333333333333,0.0,0.8936170212765948,0.002713178294573653
2012-01-30,0.33999999999999986,0.0,25.72,25.719999999999928,0.0,-548200.0,25.70333333333333,25.876666666666665,26.03333333333333,26.206666666666663,25.54666666666667,25.37333333333333,25.21666666666667,0.0,0.5757575757575718,-0.0057982218786239706
2012-01-31,0.6300000000000026,0.0,26.32,26.31999999999993,1.0,1163200.0,26.153333333333336,26.51666666666668,26.71333333333334,27.076666666666675,25.95666666666667,25.59333333333333,25.39666666666667,0.0,0.9464285714285696,0.023328149300155573
2012-02-01,0.2850000000000001,0.0,26.39,26.38999999999993,1.0,1659600.0,26.32166666666667,26.49833333333334,26.606666666666666,26.78333333333334,26.21333333333334,26.03666666666667,25.92833333333333,0.0,0.8596491228070207,0.002659574468085117
2012-02-02,0.4684999999999988,0.0,26.73,26.72999999999993,1.0,963000.0,26.64616666666667,26.92233333333333,27.11466666666667,27.390833333333337,26.45383333333334,26.17766666666667,25.98533333333334,0.0,0.7684098185699046,0.012883668056081843
2012-02-03,0.5,0.0,27.2,27.19999999999993,1.0,1438400.0,27.06333333333333,27.366666666666664,27.53333333333333,27.836666666666666,26.896666666666665,26.59333333333333,26.426666666666666,0.0,0.9361702127659548,0.017583239805461986
2012-02-06,0.37999999999999895,0.0,26.97,26.969999999999928,0.0,-650900.0,26.96333333333333,27.10666666666667,27.24333333333333,27.38666666666667,26.82666666666667,26.68333333333333,26.54666666666667,0.0,0.5357142857142785,-0.008455882352941192
2012-02-07,0.5199999999999996,0.0,27.27,27.26999999999993,1.0,719700.0,27.14333333333333,27.46666666666666,27.66333333333333,27.98666666666666,26.946666666666665,26.62333333333333,26.426666666666666,0.0,0.8653846153846148,0.011123470522803141
2012-02-08,0.5,0.0,27.15,27.149999999999928,1.0,-792900.0,27.176666666666666,27.41333333333333,27.676666666666666,27.91333333333333,26.91333333333333,26.676666666666666,26.41333333333333,0.0,0.4199999999999946,-0.004400440044004437
2012-02-09,0.8900000000000006,0.0,26.47,26.469999999999928,0.0,-1549500.0,26.76,27.06,27.65,27.95000000000001,26.17,25.87,25.28,0.0,0.011235955056177532,-0.025046040515653758
2012-02-10,0.5599999999999987,0.0,25.91,25.909999999999947,0.0,-1202900.0,26.07333333333333,26.236666666666668,26.56333333333333,26.72666666666667,25.74666666666667,25.583333333333336,25.25666666666667,0.0,0.0,-0.02115602568945972
2012-02-13,0.7800000000000011,0.0,26.67,26.66999999999994,1.0,581700.0,26.51,26.85,27.03,27.37,26.33,25.99,25.81,0.0,0.9615384615384625,0.02933230412967972
2012-02-14,0.4600000000000009,0.0,26.82,26.81999999999993,1.0,1000400.0,26.68666666666667,26.98333333333333,27.14666666666667,27.44333333333333,26.52333333333333,26.22666666666667,26.06333333333333,0.0,0.9347826086956498,0.005624296962879587
2012-02-15,0.7000000000000028,0.0,26.4,26.399999999999928,0.0,-1082400.0,26.513333333333332,26.806666666666665,27.21333333333334,27.50666666666667,26.106666666666666,25.81333333333333,25.40666666666666,0.0,0.2571428571428557,-0.015659955257270756
2012-02-16,0.5700000000000003,0.0,26.87,26.869999999999948,1.0,790300.0,26.72666666666667,27.08333333333334,27.29666666666667,27.65333333333334,26.51333333333334,26.15666666666667,25.94333333333334,0.0,0.8771929824561399,0.017803030303030397
2012-02-17,0.3200000000000003,0.0,26.76,26.759999999999927,1.0,-468300.0,26.766666666666666,26.92333333333333,27.086666666666666,27.24333333333333,26.60333333333333,26.446666666666665,26.28333333333333,0.0,0.4687500000000062,-0.004093784890212111
2012-02-21,0.6999999999999993,0.0,26.34,26.33999999999993,0.0,-625100.0,26.45333333333333,26.746666666666666,27.15333333333333,27.446666666666665,26.04666666666667,25.75333333333333,25.34666666666667,0.0,0.2571428571428569,-0.015695067264574054
2012-02-22,1.5299999999999976,0.0,26.12,26.11999999999993,1.0,-859900.0,26.61666666666667,27.13333333333334,28.14666666666667,28.66333333333333,25.603333333333346,25.086666666666673,24.073333333333345,0.0,0.013071895424836343,-0.008352315869400108
2012-02-23,0.7599999999999979,0.0,26.88,26.879999999999928,1.0,717000.0,26.63,27.13,27.38,27.88,26.38,25.88,25.63,0.0,1.0,0.02909647779479318
2012-02-24,0.5249999999999986,0.0,26.65,26.649999999999928,1.0,-751400.0,26.64833333333333,26.91166666666665,27.17333333333333,27.436666666666657,26.38666666666666,26.12333333333333,25.86166666666666,0.0,0.5047619047619004,-0.008556547619047634
2012-02-27,0.4699999999999989,0.0,26.89,26.88999999999993,1.0,630100.0,26.76,27.06,27.23,27.53,26.590000000000003,26.29000000000001,26.120000000000005,0.0,0.9148936170212782,0.009005628517823714
2012-02-28,0.5198999999999998,0.0,26.5,26.49999999999993,0.0,-540800.0,26.5933,26.8066,27.11320000000001,27.3265,26.2867,26.0734,25.7668,0.0,0.2308136180034642,-0.01450353291186317
2012-02-29,0.6099999999999994,0.0,26.37,26.36999999999993,0.0,-979600.0,26.48,26.73,27.09,27.34,26.12,25.87,25.51,0.0,0.22950819672131265,-0.004905660377358453
2012-03-01,0.2799999999999976,0.0,26.61,26.60999999999993,1.0,675400.0,26.54333333333333,26.716666666666665,26.82333333333333,26.996666666666666,26.43666666666667,26.263333333333332,26.15666666666667,0.0,0.857142857142859,0.009101251422070477
2012-03-02,0.5,0.0,26.38,26.379999999999928,0.0,-716000.0,26.426666666666666,26.65333333333333,26.926666666666666,27.15333333333333,26.15333333333333,25.926666666666666,25.65333333333333,0.0,0.35999999999999943,-0.008643367155204827
2012-03-05,0.4799999999999969,0.0,26.65,26.649999999999928,1.0,827900.0,26.49,26.809999999999995,26.97,27.289999999999992,26.33,26.01,25.85,0.0,1.0,0.010235026535253964
2012-03-06,0.4299999999999997,0.0,26.33,26.329999999999927,0.0,-546900.0,26.44,26.599999999999994,26.87,27.029999999999994,26.169999999999995,26.01,25.739999999999995,0.0,0.11627906976743532,-0.012007504690431532
2012-03-07,0.4200000000000017,0.0,26.61,26.60999999999993,1.0,816000.0,26.51,26.770000000000003,26.93000000000001,27.190000000000005,26.35,26.09,25.93,0.0,0.8571428571428523,0.010634257500949531
2012-03-08,0.5799999999999983,0.0,26.25,26.24999999999993,0.0,-956000.0,26.403333333333336,26.61666666666667,26.98333333333333,27.19666666666667,26.03666666666667,25.82333333333333,25.456666666666674,0.0,0.10344827586206706,-0.013528748590755334
2012-03-09,0.509999999999998,0.0,26.35,26.349999999999927,1.0,693600.0,26.41333333333333,26.636666666666674,26.923333333333336,27.14666666666667,26.12666666666668,25.90333333333334,25.616666666666678,0.0,0.3137254901960799,0.003809523809523864
