Date,ATR_1,Copp_1,EMA_1,MA_1,MFI_1,OBV_1,PP,R1,R2,R3,S1,S2,S3,ROC_1,SO%d_1,SO%k,Trix_1
2011-01-03,1.1400000000000006,0.0,37.06,37.05999999999999,1.0,24874900.0,37.363333333333344,37.69666666666667,38.33333333333334,38.66666666666667,36.72666666666667,36.39333333333335,35.75666666666667,0.0,0.0309278350515476,0.0309278350515476,0.005425935973955584
2011-01-04,1.3100000000000025,0.0,37.9,37.89999999999998,1.0,32363400.0,37.52333333333333,38.36666666666667,38.833333333333336,39.67666666666667,37.056666666666665,36.21333333333333,35.74666666666665,0.0,0.9312977099236616,0.9312977099236616,0.022665947112789967
2011-01-05,0.8299999999999983,0.0,38.07,38.069999999999965,1.0,22503900.0,37.946666666666665,38.42333333333333,38.77666666666667,39.25333333333333,37.59333333333333,37.11666666666667,36.763333333333335,0.0,0.7228915662650635,0.7228915662650635,0.004485488126649122
2011-01-06,1.4099999999999966,0.0,38.9,38.89999999999997,1.0,38556900.0,38.816666666666656,39.56333333333333,40.22666666666665,40.97333333333332,38.15333333333333,37.406666666666666,36.74333333333333,0.0,0.5886524822695037,0.5886524822695037,0.021801943787759345
2011-01-07,0.8200000000000003,0.0,38.98,38.97999999999997,1.0,19901100.0,38.94,39.37,39.76,40.19,38.55,38.12,37.73,0.0,0.5731707317073155,0.5731707317073155,0.0020565552699228352
2011-01-10,0.9200000000000016,0.0,38.56,38.55999999999997,0.0,-18341600.0,38.78666666666667,39.13333333333335,39.70666666666668,40.05333333333334,38.21333333333335,37.86666666666667,37.293333333333344,0.0,0.13043478260870034,0.13043478260870034,-0.01077475628527436
2011-01-11,0.9200000000000016,0.0,38.75,38.749999999999964,1.0,14856500.0,38.89666666666667,39.28333333333335,39.81666666666667,40.20333333333335,38.363333333333344,37.97666666666667,37.443333333333335,0.0,0.26086956521739296,0.26086956521739296,0.004927385892116122
2011-01-12,1.0,0.0,38.62,38.619999999999976,0.0,-16773900.0,38.786666666666655,39.20333333333333,39.78666666666667,40.20333333333333,38.20333333333333,37.786666666666655,37.20333333333333,0.0,0.25,0.25,-0.0033548387096774854
2011-01-13,0.6000000000000014,0.0,38.27,38.26999999999999,0.0,-11358300.0,38.363333333333344,38.61666666666667,38.96333333333335,39.21666666666668,38.01666666666667,37.763333333333335,37.41666666666667,0.0,0.2666666666666722,0.2666666666666722,-0.009062661833246877
2011-01-14,0.4299999999999997,0.0,38.2,38.2,0.0,-5894200.0,38.236666666666665,38.43333333333333,38.66666666666666,38.86333333333333,38.00333333333333,37.806666666666665,37.57333333333333,0.0,0.3720930232558228,0.3720930232558228,-0.0018291089626339247
2011-01-18,1.009999999999998,0.0,38.03,38.02999999999999,0.0,-8918200.0,37.89333333333335,38.46666666666668,38.90333333333333,39.47666666666667,37.45666666666668,36.88333333333335,36.44666666666668,0.0,0.7029702970297051,0.7029702970297051,-0.004450261780104757
